met83,expriment,NA,114.84,0.77,NA,cmp.met83,6084,6824,6620,6898,7622,5750,6110,6820,6396,6320,5354,4749,5624,6536,5696,6790,6187,4914,5197,6806,5542,5462,5084,5204,6017,6091,5485,5778,5981,5207,6905,6890,8929,8070,7425,7022,6862,7840,6931,7157,8177,7991,7285,7212,7512,6829,7630,8378,7986,7640,7968,6513,6087,8764,7182,6919,8119,6873,7166,7796,10527,9429,9386,7823,9322,14656,6589,8345,8381,7031,7452,7986,6352,7745,7355,7337,9069,7073,8108,7607,7538,6894,10948,7545,8456,8174,8684,7312,6797,7720,5670,5602,5817,5961,5053,39224,6369,6042,5353,5106
met84,expriment,NA,52.32,1,NA,cmp.met84,9298,10040,9452,9043,17993,12179,10520,11313,10693,10665,7258,13306,8849,8604,8242,8624,8440,8688,8086,13722,9634,8504,8690,8240,12288,8935,8989,8680,9518,7970,8381,9342,10842,8974,9175,9006,10034,15106,9577,9040,8942,9662,8926,8106,8789,8133,8579,8954,8421,7968,8387,7759,9059,8592,8052,7828,8277,9228,9159,10319,15185,10495,9323,9849,9921,17511,8743,9014,8852,8276,10710,11281,10505,11058,10360,10747,10583,10029,10273,9970,9294,8604,13175,9211,10404,9749,10674,9221,8864,9344,8341,8994,9782,10092,12116,9100,8449,9667,8643,7873
met85,expriment,NA,55.67,1.26,NA,cmp.met85,12899,12583,11663,12440,14450,12190,12148,12845,11673,12302,11034,11165,10406,10534,10461,11824,10177,10919,10841,12086,10741,9688,10612,10198,12267,9771,10804,10078,11267,10062,12411,12300,14639,12970,11867,11818,12533,14886,12263,12670,12386,12401,13158,11760,12801,11557,12781,12179,12430,11776,11995,11643,12562,12800,11878,11064,12701,12488,12024,13489,16018,14121,14491,13530,13750,16265,13544,12154,12138,11839,13242,11878,12631,12218,12704,12469,14104,12399,12360,12737,11950,12663,16477,12481,12273,13164,13794,12562,12291,12745,10882,10860,12363,11903,12865,47136,12376,11726,11801,10506
met86,expriment,NA,219.02,1.35,NA,cmp.met86,NA,2114,390,NA,NA,NA,NA,712,NA,NA,0,NA,9,22,NA,303,NA,208,NA,309,36,NA,47,25,NA,317,NA,NA,287,NA,NA,14472,NA,9570,13057,NA,10,15874,11172,NA,NA,NA,NA,NA,13443,NA,880,16030,NA,13738,566,1185,NA,1024,623,1055,658,37,753,1004,NA,NA,NA,687,NA,656,591,432,NA,734,281,NA,NA,NA,NA,370,NA,NA,NA,NA,283,327,403,301,NA,17,249,NA,NA,261,NA,NA,32,NA,656,NA,34,NA,89,NA
met87,expriment,NA,195.04,0.62,NA,cmp.met87,19187,21759,19226,18759,25260,19608,20462,20329,18697,19660,19973,22413,20410,18599,20606,18663,19660,19599,17981,25287,20103,18944,16988,17847,23661,21188,21723,19827,19900,18967,19377,20449,23759,21446,21036,18804,20636,26160,20501,20913,19852,22777,21181,19089,21369,19241,22650,21485,19542,22341,18118,18496,19096,20224,19206,17985,19984,20320,17858,22379,29669,24007,22918,23550,22706,18614,18450,19968,19145,19202,20421,22291,20285,20035,21100,21331,20832,20705,22191,21554,19937,20493,26513,22949,23006,21431,22466,21129,20242,20308,19050,20152,21007,22201,23858,33424,24676,20136,17025,18621
met88,expriment,NA,108.82,0.33,NA,cmp.met88,4066,4568,4481,3372,7150,6928,4972,4394,4345,4802,3993,5869,4173,4301,4174,15779,4141,3601,5660,5155,4743,4677,3799,4353,5606,4024,5656,7203,4366,4593,5261,5244,4440,5087,4814,4796,4793,8222,4756,5322,5909,5216,4617,4942,7584,5853,4988,4563,6058,4360,3482,2974,4548,4488,4693,4172,4536,4680,3820,3678,8170,5782,4580,5195,5924,4554,4755,4323,4373,4327,4725,5227,3425,4367,4323,4894,6501,4167,3968,12546,4960,3602,6073,5505,4755,6033,5119,3718,4710,4528,2332,2634,2616,2308,3608,2721,2764,2556,2568,2249
met89,expriment,NA,134.84,1.66,NA,cmp.met89,4588,4777,4065,4439,5795,4839,4682,5095,4422,5131,4033,2961,3595,3558,3190,4294,3360,3803,3202,4405,3653,3955,3856,3570,4268,3267,3257,3268,3566,2825,4275,4007,5659,4943,4743,3815,4698,5920,4471,4696,4388,4371,4646,3752,4408,3960,4128,4330,5247,4081,4423,3449,4618,4245,4108,3759,4542,3768,4188,5050,7618,4833,5999,4811,5095,9542,4587,3725,4804,5014,4532,4166,4351,4659,4434,5169,4851,4234,4241,4045,3898,4291,6847,4435,4914,4578,5687,4001,4406,5150,2843,2809,3209,3529,3940,22898,4015,3659,3041,3287
met90,expriment,NA,177.9,1.47,NA,cmp.met90,19408,23999,22882,22601,25449,21325,22377,22849,19914,21997,23990,19548,19428,19997,18172,23134,20496,21043,19802,20684,19021,19448,18344,19518,19404,20599,22187,17140,20047,16906,25286,115403,25929,30070,21855,20610,23697,26265,20145,22618,23619,24598,18176,19065,26967,22581,25831,22251,24573,21892,25861,22972,19922,21591,21890,18284,27129,22037,16947,58177,29130,27953,22826,29767,29453,29812,20594,21928,24872,21142,23000,22994,21761,23795,24690,22841,25456,25041,26201,20572,20957,18796,23124,20492,23259,22333,101021,20339,34810,30005,20202,18582,22313,22379,16923,481045,19719,21980,19460,20249
met91,expriment,NA,133.87,1.46,NA,cmp.met91,9129,8412,8009,8217,9620,8719,8715,8917,9034,8341,8061,7749,7149,7681,6836,8732,6958,6804,7663,8500,7103,7141,7131,7040,8525,7650,7321,6646,7433,7158,10153,10048,11411,11378,10172,9937,10319,11245,10351,10386,10206,10554,9142,8943,9878,9461,11037,10009,9921,9433,9565,9241,8993,10064,8901,8115,9292,9500,8794,9535,12863,11194,12040,10353,11357,14374,9490,9304,9492,9257,11356,11318,9338,10061,10955,9821,12013,10774,10287,9166,10132,10107,14302,9626,10625,9806,11320,10547,9917,10771,7334,7846,8975,8671,9275,43138,8986,7966,8049,7413
met92,expriment,NA,50.83,1.9,NA,cmp.met92,46707,48005,47798,45412,52328,46246,83530,48168,46235,54769,8967,9009,8396,8580,11983,10445,8871,9300,9694,9237,9583,8589,8513,9294,11119,8688,62740,8354,9125,8530,43707,35537,36692,39861,35965,42149,39515,36582,42544,35626,36105,38747,37017,39602,37482,33412,37846,36463,41894,60874,45570,41250,48016,49797,41814,37274,44860,42560,45003,55826,47530,54615,45727,49436,50999,72922,50164,46305,48071,60158,54984,86637,46421,45762,45676,47821,49040,46156,45945,43336,43590,45213,95093,44897,45500,47675,55177,44519,47483,46729,32121,33405,45826,37151,33362,862340,37937,41577,38515,33866
met93,expriment,NA,109.94,0.59,NA,cmp.met93,10572,11819,9368,8990,11606,10054,9691,10454,9624,9245,10777,11839,10962,9880,10666,10532,10625,10315,9746,9660,10244,8847,9216,9306,9501,9304,9831,8855,9348,8489,11540,11471,11315,10834,11117,10129,10561,11164,9829,10775,10226,10731,11316,9725,10644,9579,11104,10150,10859,9009,9137,8125,9100,9064,8790,7752,9441,9083,9133,11181,11728,10138,9572,10425,10847,8714,9745,9312,9645,10250,9433,10067,9263,11271,10591,10513,11149,10044,11127,9179,9922,9436,10216,9527,9965,9750,11589,9784,9201,10023,9367,9364,9317,9884,9668,10707,9473,9893,10590,9879
met94,expriment,NA,63.15,0.51,NA,cmp.met94,17283,17611,17085,16914,20020,16896,17681,17004,16993,16676,15491,15482,13605,14593,13919,16175,14839,15080,14324,16366,14174,13637,14338,14067,15086,14926,14535,13708,14438,13533,18346,17947,21108,19205,17552,16815,18000,21386,17872,18169,17806,17879,18282,17734,18297,17118,17445,18810,18071,17713,16198,15368,16595,16550,14753,14478,15971,15941,15836,17702,21065,18968,19845,18326,18865,25140,17768,16276,17158,16755,16253,17122,15703,15828,15976,16634,17738,16595,16515,16517,15812,16544,21923,16016,16614,16841,18198,17092,15609,17006,14415,14639,15253,14762,16638,70048,15854,15266,14752,13817
met95,expriment,NA,72.95,1.1,NA,cmp.met95,4089,4357,3655,3679,4508,3979,4017,3867,3572,4010,3627,3339,3713,3551,3675,3592,3484,3523,3477,4220,3594,3548,3260,2974,3741,3386,3411,3119,3724,3262,3607,3906,4078,4070,3748,3349,4188,4072,3208,3501,3659,4058,3272,3315,3395,3454,3972,3344,3402,3532,3848,3373,3765,4002,3367,3140,3772,3652,3495,3967,5188,3804,3389,3625,3813,4678,3611,3930,3387,3450,4065,4452,4447,4771,4592,4473,4417,4239,3945,4198,3876,3413,5233,3862,4046,4342,4553,3847,3535,4021,3644,3795,3876,3972,4101,4273,3656,4083,3369,3590
met96,expriment,NA,107.01,0.63,NA,cmp.met96,10911,7816,7965,5198,21488,12250,12583,9727,9559,8591,5356,10160,7115,6530,5098,8255,6011,5611,7260,11342,7636,8660,5364,6237,11600,8342,7510,6410,7337,4791,8228,3883,7209,5822,5249,5709,6037,12064,5347,7928,7902,6347,6596,6104,14704,6632,5840,8472,6555,7313,4848,4256,4811,5606,4629,4373,5549,5362,4568,7467,13364,6931,6336,7211,8165,5898,7678,7428,6008,5465,7466,6786,6749,6788,6635,8946,7917,6376,7496,6734,6589,6492,11603,7290,9677,7542,8236,7155,7681,9384,5413,8271,6869,6717,9340,6598,6695,6229,6346,5307
met97,expriment,NA,193.72,1.71,NA,cmp.met97,3902,3988,3599,3648,4109,3596,3785,3790,3548,3676,4141,3293,3711,3943,3440,3357,3470,3554,3175,3883,3802,3393,3076,3165,3730,3571,3062,3295,3483,3104,3881,3623,4123,4227,3826,3253,3941,4298,3671,3542,3825,3922,3884,3731,3816,3328,4185,4013,3507,3679,3087,3203,2969,3267,2952,3189,3559,3498,3156,3818,4575,3798,3518,4069,4063,3975,3093,3351,3348,3289,3687,4444,4342,4263,3944,4117,4116,3940,4446,4115,3655,3561,4565,3404,4239,4251,4431,3850,3679,4555,4047,4010,4545,4273,4809,4279,4187,3920,4118,4113
met98,expriment,NA,20.87,0.71,NA,cmp.met98,NA,NA,NA,NA,5896,NA,196,NA,475,NA,NA,101456,NA,NA,NA,NA,NA,NA,11927,90990,11189,7060,NA,6704,350665,NA,NA,6363,NA,NA,NA,NA,7763,230,NA,NA,244,13136,170,NA,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,2942,2462,NA,NA,2581,2841,2788,5961,300915,3049,6187,2381,NA,47664,31831,4415,2651,NA,NA,NA,145,344,328,160,NA,NA,230,NA,NA,365,12898,NA,NA,NA,174,NA,NA,1438,49,54,61,69,2421,NA,NA,NA,37,67
met99,expriment,NA,203.77,1.24,NA,cmp.met99,1768,3234,2458,2405,2809,2744,2454,2450,2809,3221,3627,3203,3234,2608,2079,3068,3207,3704,2941,2802,4122,3488,3343,2726,3492,3124,2810,2909,3579,3358,2782,2513,2967,2894,3410,2524,3730,2440,2693,3005,2441,3311,3479,3031,2418,2075,3189,3312,2695,3247,3232,2529,3601,3782,3061,3120,2832,2962,2765,3270,2483,3114,3196,4065,2642,3136,2717,3236,3254,2897,2219,1702,2410,2348,1842,2756,3039,2718,2738,2282,2784,3291,2795,3175,3059,2468,3156,2457,2552,2414,2609,2606,3201,3394,2331,3245,3811,2830,2218,3113
met100,expriment,NA,79.37,0.38,NA,cmp.met100,4788,8609,6426,2795,104,734,377,3200,5326,3955,20705,4623,1795,4825,10172,5340,1754,1535,12172,6236,2142,2838,3700,4966,1974,NA,24437,6138,2220,5399,117,861,3723,4471,11585,7687,12281,2044,6305,3480,8984,2705,2950,NA,8291,4674,1122,5277,7563,4362,820,3954,4843,8370,14129,27333,19427,13242,2521,2798,8443,7034,7850,4086,3923,6186,7814,4124,20631,4071,15276,1373,2056,14394,1684,1919,8836,12437,454,3610,9450,11307,10953,3091,15258,9913,11321,2969,85126,54219,2070,959,10144,4062,4876,15219,13470,2128,5116,3962
met101,expriment,NA,65.27,0.86,NA,cmp.met101,12982,12484,12413,12190,13668,13061,13136,13499,12686,12978,10602,10871,9314,11557,9627,11451,10468,9492,9949,10987,10743,9535,10119,10010,11298,9405,10777,9390,10207,9492,11581,11377,13911,12710,11077,10701,10717,13906,11380,11869,12145,12055,11245,11294,11791,10569,11105,11796,11508,10146,11319,10746,11543,12991,10822,9845,11922,11796,12089,12994,15084,14545,15452,13966,13148,19758,12895,11565,13210,12292,12706,12202,10979,12002,12132,12792,13837,12179,12629,12371,11321,11632,16264,11627,12673,12740,13677,12165,10890,12518,9825,9582,9476,9961,10920,55971,10447,11051,9584,9519
met102,expriment,NA,134.96,2,NA,cmp.met102,1039,1422,1014,908,1070,1000,1110,1053,884,1120,1008,1007,965,971,1012,976,990,917,887,974,1150,991,871,1023,900,944,946,938,1044,971,1342,1378,1300,1303,1285,1014,1410,1278,1024,1215,1267,1493,1215,1310,1278,1311,1488,1383,1028,1347,903,871,890,874,805,744,989,875,963,909,968,874,903,962,957,773,819,867,890,822,1011,1116,1130,981,1126,1124,987,1082,976,1030,1060,1063,1205,1126,1084,962,1249,1066,1110,1099,1079,1200,1087,1169,1060,1352,1232,1203,1178,931
met103,expriment,NA,70.6,1.55,NA,cmp.met103,6990,8790,6903,6494,7521,6989,7618,8315,6386,6886,6785,6488,6438,6424,6711,6505,6501,6973,6641,7432,6141,6377,7412,7309,6874,6531,7324,7324,7873,6568,5954,5857,6716,5456,6196,5754,6512,6315,6596,6477,7057,6711,7705,6846,6509,6156,7439,7537,6893,6594,6311,5842,7229,6280,6508,5713,6646,6990,6160,7669,6889,7580,7459,7507,7268,5874,6476,7009,6586,6243,6540,6138,5886,6307,6671,6535,6434,6623,6740,5473,6253,6491,6252,6708,6451,6487,6955,5953,6065,6421,6164,5076,5437,6342,5434,6330,7341,6426,5715,5734
met104,expriment,NA,148.74,1.84,NA,cmp.met104,6637,7967,11736,13016,68475,13837,6277,7991,7980,7867,5359,21008,7169,7422,5256,5652,2977,6700,6295,34468,13102,7507,4939,1776,70273,6675,2128,4029,2630,3770,9891,12200,90876,6286,36771,9155,18196,156539,19210,17194,14240,12805,8954,15510,12174,9226,8872,13623,16078,7361,23023,3909,18409,11204,9957,13977,12486,18623,14819,21954,274354,11777,17755,12825,11769,97261,57044,10659,6434,12554,6153,5089,1713,5538,7608,6581,7611,6183,11050,8593,6373,10927,104034,9882,9804,5935,10382,4493,7800,22173,237,652,791,1013,6220,1000,956,798,599,662
met105,expriment,NA,186.27,1.94,NA,cmp.met105,6814,8030,7107,7306,12003,7714,8010,8284,7271,8806,1897,2782,2057,2032,1941,2607,1980,1881,1859,2509,2418,2079,1574,2117,5137,2012,5602,2043,2146,1873,7601,9802,9098,13405,8511,6784,7921,11523,8588,7834,8239,7201,8964,6875,8474,7807,12565,7768,7848,8039,9663,6337,9453,9822,7441,7728,9090,8647,8371,9427,13409,11963,8531,8051,9333,8533,10040,9256,8703,8633,11221,9754,9613,8535,9067,9561,9711,7983,8874,17993,8022,7971,37918,17125,17687,9754,14452,10508,8914,10649,5948,5950,9028,7439,8469,11216,7662,7710,7863,6437
met106,expriment,NA,101.04,0.17,NA,cmp.met106,11615,9940,8556,8578,23145,9769,10595,8944,8735,10777,12170,21584,12600,11090,9328,12512,11443,10677,16145,26413,17716,35126,9479,6986,28440,12503,14258,14507,9706,14469,12308,10447,18002,8644,10880,7233,14359,23820,11127,17798,11750,10313,9727,10174,13438,8947,9164,12251,14052,12890,10265,7198,8396,11153,6836,8431,9505,8934,8212,11604,26065,12398,10492,11343,11160,12299,11876,9693,11910,9765,9931,9168,10213,8988,9263,10084,8600,9801,10459,9675,10219,10087,19757,12224,12148,9259,12094,10060,12781,13387,6528,6545,6929,6599,10988,8116,9154,6982,5695,6105
met107,expriment,NA,212.97,0.4,NA,cmp.met107,6131,9964,15849,7519,94754,19562,10503,3400,8864,7347,10795,77179,12930,19452,NA,8729,10923,16354,13603,81120,27006,12843,15997,19746,256617,18027,12676,17955,13548,7887,5929,13159,98428,14607,25189,2751,12240,154857,9007,14457,5907,2690,6469,7431,2687,6240,8540,5990,10423,6901,15454,18613,56972,4377,3627,13753,26407,25070,11447,30102,566781,54012,19691,20429,10681,146124,96675,10360,9582,29848,6587,15278,8519,20177,10808,9374,15526,11876,10733,15283,10433,15667,216593,19978,20022,21156,11062,11692,6169,43526,317,285,412,634,5820,859,503,460,376,379
met108,expriment,NA,196.02,0.94,NA,cmp.met108,8150,4661,10412,10086,55789,4067,6812,6453,8204,6111,4135,22674,8652,7824,4476,3546,6241,NA,8890,33739,12865,3519,4488,5739,64846,8082,6477,3492,7243,NA,2006,4297,38821,3836,11865,7532,996,53761,8060,5780,3470,10199,5195,693,6479,4835,1829,2442,8146,3311,2568,4553,6665,4215,3279,3021,2551,8381,7427,6641,83940,10574,7125,8319,9348,39882,13432,10088,7420,4140,8162,14095,9780,9951,7852,7912,11440,16200,12234,16106,8903,15758,95186,9499,10092,13874,13749,9058,12498,25048,746,985,797,1033,5372,1070,676,1478,835,740
met109,expriment,NA,34.37,1.32,NA,cmp.met109,4871,4282,3831,1596,23552,6694,3665,2234,1351,3617,2900,4161,791,2404,2865,1270,1785,2566,2303,7386,3109,2244,2308,712,15463,3150,3089,1933,2146,1976,3683,4251,21890,4211,10024,3602,4850,24590,5095,2095,4698,1743,1649,3849,3814,4188,3282,3556,2911,2987,2721,3011,1795,2540,799,2915,3511,5312,2019,3950,31343,4587,2198,2828,2668,15442,6674,3079,3627,2840,4054,2953,6100,4115,4621,2717,5920,3894,5074,4167,4424,4029,27682,3486,6761,4643,4885,3946,5611,10186,741,558,820,1040,3093,1301,938,823,727,1213
met110,expriment,NA,107.01,1.79,NA,cmp.met110,15828,19533,16202,17288,28673,19901,21463,20545,20679,19693,15113,15608,15147,13956,12215,15022,14383,14103,15442,20721,19096,14978,16369,14893,26116,16923,17390,16500,17313,16289,15181,15324,20986,16871,16764,15826,17418,25132,14995,16600,16966,18696,13523,16368,18387,17167,18692,18723,18177,16755,15328,14303,17217,15319,13624,14382,16181,15919,16606,17571,33945,19501,18436,17784,19555,17305,21835,17975,18781,16897,16368,16665,15957,18358,16626,16723,17103,16822,16724,16408,16170,15060,25198,16805,18462,18280,19548,17529,18196,18237,12196,10568,12551,12127,17655,15180,13919,12591,11961,12498
met111,expriment,NA,156.33,1.12,NA,cmp.met111,1080,350,322,398,9388,419,389,588,411,641,2956,40515,13081,3457,NA,8743,3585,10961,11517,74447,15433,2957,5663,NA,228177,18843,NA,NA,3820,3366,15011,NA,254482,10443,31109,NA,4129,439163,9189,NA,4469,20348,14882,10354,5477,11866,4946,NA,19294,5006,17664,NA,NA,NA,3829,12310,4810,11805,13446,36108,639404,16103,NA,7503,4829,138520,95676,18105,16007,13155,4767,8305,6575,12273,2598,8805,6598,2857,6757,2319,6308,30700,244634,1949,15656,13183,8446,2291,10497,41038,85,89,127,447,4372,359,367,190,245,45
met112,expriment,NA,197.5,1.38,NA,cmp.met112,19727,8705,17814,123018,6617,15888,47483,116339,17220,10771,36847,214548,25316,17210,803509,117195,180907,53928,88641,5898,14484,86240,40382,215210,114512,24267,31038,47134,26533,107001,47962,36808,52685,80535,28243,37902,6301,8944,9691,19784,36217,36879,99523,53225,57005,109794,37902,31857,15218,19409,35329,39720,10877,15711,9428,6390,36982,31372,70564,65793,69032,125853,32043,31079,14676,26926,72755,163991,30181,38278,29180,169881,29506,34326,136088,158146,69049,111785,11782,63448,20897,37226,71439,37924,16201,20616,21685,13288,22631,48372,54843,82585,67970,69540,42999,72372,40833,52519,26100,42335
met113,expriment,NA,205.75,0.34,NA,cmp.met113,50738,50781,40729,55785,53225,57719,52571,53713,52048,51534,45294,42907,44478,37301,41246,46633,45562,50650,43768,44527,48108,50457,48227,43810,48831,47187,46157,52750,50307,50560,42924,40159,47359,41758,45589,43970,45578,59282,49472,46581,47959,49940,47075,47686,50954,49685,53460,49539,50079,50270,38715,39148,42170,45633,37979,36760,44595,46083,48649,51994,53647,57730,53945,55822,55908,51790,59334,53986,50228,52345,48531,50571,51653,51748,49247,51243,51418,46895,51908,52990,49649,52401,54445,56853,55352,56211,64448,52080,51949,53370,42648,40164,45572,49276,51657,51767,53023,51411,48664,43849
met114,expriment,NA,167.89,0.89,NA,cmp.met114,50221,26499,49202,246858,26663,40429,109887,234290,45017,33446,89514,452236,70033,48593,1897227,260293,384165,124348,190600,22987,40263,179769,97122,466914,248005,57869,72039,98525,60681,231398,110223,94348,116556,182886,66484,89037,18818,29388,31611,54236,87239,89410,217265,116243,130032,235990,91476,72072,44783,46193,77465,83843,41220,43961,27438,19086,91532,80634,159031,152669,158897,273046,82960,77594,39992,65577,149507,340412,81206,89105,68192,368809,74592,82478,307007,350450,148052,244875,37538,152399,54504,89786,171629,95965,43675,51449,55335,37513,67252,111148,129862,194151,145730,147008,95715,162811,104504,114176,66439,92977
met115,expriment,NA,171.43,0.32,NA,cmp.met115,3539,3941,3709,3871,4134,4002,4523,4292,3863,4331,3016,2782,3104,2981,3084,2766,3142,3005,2952,3265,3341,3063,3043,3125,2998,3125,3218,3157,3581,3138,3124,3029,3347,3021,3217,2950,3406,3387,3077,3055,3193,3480,3314,3088,3527,3197,3584,3736,3304,3402,3497,3262,2768,2976,3111,3011,3468,2848,2912,3299,3304,3459,3094,3376,3412,3023,3366,3038,3323,3116,3077,3197,3210,3356,3343,3475,3273,3191,3346,3296,3072,3186,3566,3483,3395,3300,3433,3326,3431,3448,3024,3013,3191,3521,3303,3591,3652,3405,3289,3218
met116,expriment,NA,197.68,1.28,NA,cmp.met116,26945,20238,32033,18780,22585,26116,31592,30110,15328,23619,45617,24127,20962,14999,39661,45237,47823,32230,36928,16348,27754,38435,35731,41608,24743,30278,33286,15665,17552,27305,22276,20033,31730,32331,29117,27336,21670,17419,19588,29752,35973,45990,25011,17909,39937,29463,41265,42787,31129,34712,27738,22172,30145,28885,37034,37259,20058,39188,32756,33363,48579,41342,30223,31616,26760,28011,37283,26192,28136,22232,36370,39748,21306,30251,39761,22234,33300,19101,38010,13824,24814,38127,30488,55825,28125,28060,40117,39318,22641,23485,46626,58390,37852,26857,31141,52165,51697,37150,37110,50749
met117,expriment,NA,146.26,0.73,NA,cmp.met117,807,947,970,830,986,994,1086,1131,1010,1219,816,808,817,940,1065,1115,1022,863,784,968,999,969,1017,1033,957,990,1040,1026,1007,911,934,948,1012,956,889,1046,1166,934,965,1040,919,1035,962,922,1008,999,1129,1019,950,1095,1009,810,631,758,855,802,1046,724,752,796,768,924,759,958,899,565,876,693,822,700,876,1084,841,969,1093,1080,1115,944,1015,909,1055,764,1177,726,1063,1127,1056,1011,1055,1006,949,903,1130,1063,875,1079,951,949,814,1054
met118,expriment,NA,81.94,1.42,NA,cmp.met118,44157,45169,47370,46166,49057,48511,50864,50590,47628,51039,42947,37967,40224,40459,41211,38888,42351,42853,40589,42544,43584,39790,40987,41652,39928,41100,42653,41559,44306,42055,42593,42362,44672,42127,43613,40335,44344,43465,41243,42281,42308,44902,41481,41750,45793,42591,47457,45498,43978,42832,47424,43026,38859,43236,42637,40223,45905,39283,40400,44010,43861,45252,40809,44112,44138,40533,43472,40378,41871,38095,40590,43332,41781,42428,41979,43814,42976,41747,42964,40846,40240,40535,44564,43171,44878,43615,46048,41671,42903,42765,38999,39710,41587,45096,41178,46830,47437,42752,41210,41315
met119,expriment,NA,52.43,0.07,NA,cmp.met119,3369,3728,2390,3123,3940,3161,3575,2590,3195,2893,4494,3221,4997,4181,3418,4318,4777,4024,3742,4947,5103,2881,3644,3639,3281,4989,3596,3659,3815,3039,3761,3411,4534,4065,4062,3292,4185,3252,4462,3721,3438,3049,2471,3267,3838,3709,4141,4429,4152,3964,4088,5743,3529,5222,3938,3148,5563,4156,4595,3668,5474,5612,4259,5155,6463,5156,3115,4374,5385,2962,2606,3099,3121,2974,2788,2966,2613,3321,4028,4242,2928,3540,2950,3824,2518,2622,2756,2605,2817,2961,3044,2955,3071,2947,2288,3524,4046,3334,2412,2943
met120,expriment,NA,161.34,0.68,NA,cmp.met120,16236,19186,16202,15734,23281,17195,16633,15945,16461,16417,17148,20047,17968,17958,15709,16240,15942,16817,15272,22069,17984,16388,16679,15521,19822,16897,17777,16380,17843,16369,16847,18209,20420,18865,19128,18025,17805,24561,16872,18424,16727,19306,19002,17197,19434,17690,18273,18615,19660,19155,17105,14898,18502,15845,15892,13413,16112,16314,17499,18765,20573,18923,18048,20133,18548,14138,18675,15857,16943,16863,18258,18262,16299,18713,18746,17722,19385,17752,17880,16616,16271,15734,20318,17640,17640,17720,19510,18250,16768,18238,18787,18593,19089,20964,20166,19677,21846,18727,18796,17948
met121,expriment,NA,58.45,1.27,NA,cmp.met121,12312,2367,11372,3690,3435,5303,8990,7105,2348,5065,18173,2125,3424,NA,3152,15658,12583,8785,11733,NA,6822,12122,7840,11643,NA,6279,11743,749,2214,5789,2733,2573,3937,6051,5108,2926,3341,1013,2750,3427,5377,8478,1919,3222,8828,6556,7387,9978,5180,8222,2287,2098,5302,5304,7727,6303,2173,8586,4977,5562,6318,10114,7024,5796,4647,5424,11854,2457,7173,3428,8224,9168,2295,3741,10146,4285,7712,1649,8595,672,5858,7289,6800,11040,5963,5418,10016,8776,1181,2973,10165,15197,8732,1656,5003,11295,10875,8073,8020,12442
met122,expriment,NA,98.73,1.68,NA,cmp.met122,58983,39863,65121,43381,43735,51344,56666,57641,35389,45639,95064,58574,45204,37271,80986,88352,97716,66335,72990,33952,56518,76815,69211,86303,50162,58797,68083,32766,40983,52661,44442,47324,65070,71363,57732,57535,44534,40606,39696,65107,72768,86043,54481,37782,78857,60585,83855,80586,65543,68881,50321,44639,53789,48775,66645,64139,43011,73222,62385,61611,88701,73063,56776,54070,47758,55294,68580,48858,49020,44155,69723,81940,43535,59253,81109,54606,65003,41039,71246,34365,49949,71197,61571,106464,53104,51975,71874,74303,42708,47310,87976,121894,77299,53823,61689,97984,101561,70390,73255,100305
met123,expriment,NA,45.37,0.35,NA,cmp.met123,35988,35453,34095,35398,53177,37561,36682,37744,36942,36881,38581,45531,37885,37220,37346,36979,38157,39507,35772,51027,41300,37105,38098,36459,44471,39245,40783,39031,39505,35232,38118,37530,42930,38418,39949,34366,39017,47294,38005,37125,37503,40028,39077,38738,40139,38088,41946,40625,37198,37953,41063,39670,41337,41107,38843,36239,39881,39660,38226,44103,50867,47896,42973,45246,42702,36588,39993,38173,37979,36366,37781,39095,39079,39344,39174,38063,38304,36941,38113,36586,33934,36062,47630,37271,37804,36530,39288,35535,32158,39559,38640,38203,39340,40142,43485,39276,44539,42242,36547,37157
met124,expriment,NA,25.48,0.69,NA,cmp.met124,1047,913,1152,1108,1139,1111,1361,1302,1144,1310,836,518,883,947,997,953,1027,955,833,990,1092,937,943,891,943,890,972,911,1188,864,972,1101,1089,975,1102,904,1166,874,866,887,851,992,910,1122,1218,955,1168,1170,1144,1022,1038,1007,778,804,992,911,1167,919,766,1084,983,1077,1012,1016,1147,748,1073,957,1088,940,933,847,812,949,973,892,794,826,942,866,781,715,959,836,955,860,876,908,870,955,1040,844,1007,1054,942,1092,986,883,837,890
met125,expriment,NA,209.44,1.73,NA,cmp.met125,2494,2854,2540,2792,3447,3108,3442,3596,3173,3547,2812,2174,2656,2526,2137,2338,2622,2475,2537,2603,2999,2686,2407,2446,2557,2565,2641,2624,3004,2795,2173,2142,2612,2651,2663,2159,2655,2304,2519,2188,2327,2743,2271,2464,2646,2308,2640,2426,2804,2503,3095,2142,2094,2459,2414,2315,2306,2358,2052,2504,2320,2405,2419,2622,2849,2112,2508,2151,2470,2307,2435,2193,2370,2341,2079,2687,2324,2307,2314,2340,2289,2001,2568,2030,2796,2346,2571,2442,2206,2318,2310,2417,2435,2755,2483,2499,2887,2679,2389,2570
